Maker,Model,Min new price,Max new price,Age,km_driven,seller_type,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
HONDA,JAZZ 1.2,919999.9999999999,1183000.0,4.0,20282.0,Dealer,First Owner,Petrol,Automatic,19.0,1199.0,88.7,5.0,775000.0
MERCEDES-BENZ,C-CLASS C,4762000.0,16000000.0,9.0,63000.0,Dealer,First Owner,Petrol,Automatic,11.74,1796.0,186.0,5.0,1275000.0
HONDA,JAZZ 1.2,894000.0,1148000.0,5.0,39000.0,Dealer,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,545000.0
SKODA,RAPID 1.6,,,8.0,34000.0,Dealer,First Owner,Petrol,Manual,15.0,1598.0,103.5,5.0,405000.0
MARUTI,SWIFT DZIRE,736000.0,1090000.0,4.0,52000.0,Dealer,First Owner,Petrol,Manual,20.85,1197.0,83.14,5.0,690000.0
MARUTI,SWIFT DZIRE,692000.0,1032000.0,3.0,17000.0,Dealer,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,715000.0
MARUTI,SWIFT DZIRE,,,7.0,210000.0,Individual,First Owner,Diesel,Manual,23.4,1248.0,74.0,5.0,350000.0
MARUTI,SX4 S,,,5.0,40000.0,Individual,First Owner,Diesel,Manual,23.65,1248.0,88.5,5.0,700000.0
HYUNDAI,I20 ASTA,838000.0000000001,1324000.0,5.0,61000.0,Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,635000.0
HONDA,BRV I-VTEC,,,5.0,80000.0,Individual,First Owner,Petrol,Manual,15.4,1497.0,117.3,7.0,600000.0
MARUTI,SWIFT DZIRE,,,9.0,70000.0,Individual,First Owner,Diesel,Manual,19.3,1248.0,73.9,5.0,505000.0
HYUNDAI,I20 ASTA,974000.0,1309000.0,6.0,74000.0,Dealer,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,555000.0
CHEVROLET,AVEO U-VA,,,8.0,34994.0,Dealer,First Owner,Petrol,Manual,15.26,1150.0,74.9,5.0,170000.0
HONDA,CITY I,1482000.0,1753000.0,4.0,23000.0,Individual,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,875000.0
MARUTI,A STAR,,,10.0,124000.0,Dealer,First Owner,Petrol,Manual,19.0,998.0,66.1,5.0,185000.0
VOLKSWAGEN,POLO 1.5,,,7.0,40000.0,Individual,First Owner,Diesel,Manual,20.14,1498.0,88.8,5.0,600000.0
TOYOTA,INNOVA CRYSTA,2064999.9999999998,3024000.0,2.0,15000.0,Individual,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,2050000.0
KIA,SELTOS GTX,1233000.0,2176000.0,2.0,20999.0,Dealer,First Owner,Petrol,Manual,16.1,1353.0,138.0,5.0,1839999.9999999998
HYUNDAI,I20 MAGNA,770000.0,1278000.0,11.0,120000.0,Individual,First Owner,Petrol,Manual,18.5,1197.0,80.0,5.0,200000.0
FORD,FIESTA CLASSIC,,,10.0,87066.0,Individual,First Owner,Petrol,Manual,15.3,1596.0,99.6,5.0,250000.0
HONDA,CITY I,1290000.0,1698999.9999999998,6.0,47000.0,Dealer,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,775000.0
MARUTI,WAGON R,571000.0,764000.0,6.0,45243.0,Dealer,First Owner,Petrol,Manual,18.9,998.0,67.1,5.0,445000.0
MARUTI,SWIFT DZIRE,653000.0,994999.9999999999,3.0,35000.0,Dealer,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,650000.0
MARUTI,SWIFT 1.2,604000.0,898000.0,4.0,51234.0,Dealer,First Owner,Petrol,Manual,20.4,1197.0,81.8,5.0,445000.0
HYUNDAI,CRETA 1.4,1170000.0,1975000.0,3.0,98000.0,Individual,First Owner,Diesel,Manual,22.1,1396.0,88.7,5.0,950000.0
FIAT,LINEA CLASSIC,,,7.0,100000.0,Individual,First Owner,Diesel,Manual,19.5,1248.0,75.0,5.0,254999.99999999997
MAHINDRA,SCORPIO S2,1476000.0,1925000.0,5.0,120000.0,Individual,First Owner,Diesel,Manual,15.4,2523.0,75.0,9.0,825000.0
TATA,NANO LX,,,8.0,48230.0,Dealer,First Owner,Petrol,Manual,25.4,624.0,37.48,4.0,133000.0
MAHINDRA,SCORPIO S2,1642000.0000000002,2121000.0,6.0,80000.0,Dealer,First Owner,Diesel,Manual,15.4,2523.0,75.0,7.0,700000.0
TATA,TIAGO 1.2,584000.0,826000.0,3.0,49500.0,Individual,First Owner,Petrol,Manual,23.84,1199.0,84.0,5.0,525000.0
TOYOTA,FORTUNER 3.0,3997000.0,4624000.0,10.0,120000.0,Individual,First Owner,Diesel,Manual,11.5,2982.0,171.0,7.0,850000.0
HYUNDAI,EON ERA,,,4.0,30000.0,Individual,First Owner,Petrol,Manual,21.1,814.0,55.2,5.0,260000.0
HONDA,JAZZ 1.2,,,5.0,50000.0,Individual,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,650000.0
CHEVROLET,CRUZE LTZ,,,8.0,68000.0,Dealer,First Owner,Diesel,Automatic,14.39,1998.0,163.7,5.0,525000.0
VOLKSWAGEN,AMEO 1.5,,,1.0,15000.0,Individual,First Owner,Diesel,Manual,21.66,1498.0,108.62,5.0,600000.0
MERCEDES-BENZ,S-CLASS S,169000.0,32700000.0,12.0,67000.0,Dealer,First Owner,Petrol,Automatic,10.13,3498.0,364.9,5.0,1100000.0
MARUTI,ALTO K10,,,10.0,50000.0,Individual,First Owner,Petrol,Manual,20.92,998.0,67.1,5.0,275000.0
NISSAN,MICRA ACTIVE,,,4.0,25000.0,Individual,First Owner,Petrol,Manual,19.69,1198.0,67.04,5.0,310000.0
MARUTI,SWIFT DZIRE,,,8.0,60000.0,Individual,First Owner,Diesel,Manual,23.4,1248.0,74.0,5.0,550000.0
HONDA,CITY V,1234000.0,1627000.0,1.0,4600.0,Dealer,First Owner,Petrol,Manual,17.8,1498.0,119.35,5.0,1165000.0
MERCEDES-BENZ,SLC AMG,,,4.0,5000.0,Dealer,First Owner,Petrol,Automatic,19.0,2996.0,362.07,2.0,6950000.0
MARUTI,SWIFT DZIRE,,,6.0,88562.0,Dealer,First Owner,Diesel,Manual,23.4,1248.0,74.0,5.0,520000.0
MARUTI,ERTIGA ZDI,,,8.0,55000.0,Dealer,First Owner,Diesel,Manual,20.77,1248.0,88.8,7.0,650000.0
HYUNDAI,GRAND I10,733000.0,771000.0,3.0,38000.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,595000.0
FORD,ECOSPORT 2015-2021,1046000.0000000001,1427000.0,4.0,108000.0,Individual,First Owner,Diesel,Manual,23.0,1498.0,98.96,5.0,900000.0
FORD,ECOSPORT 1.5,1024000.0,1371000.0,7.0,58000.0,Dealer,First Owner,Diesel,Manual,22.7,1498.0,89.84,5.0,600000.0
TOYOTA,COROLLA H1,,,13.0,156831.0,Dealer,First Owner,Petrol,Manual,13.4,1794.0,125.0,5.0,425000.0
VOLKSWAGEN,VENTO 2015-2019,1061000.0,1630999.9999999998,3.0,16000.0,Dealer,First Owner,Petrol,Manual,16.09,1598.0,103.5,5.0,760000.0
HYUNDAI,GRAND I10,,,4.0,21000.0,Dealer,First Owner,Diesel,Manual,24.0,1186.0,73.97,5.0,610000.0
MARUTI,SWIFT VXI,641000.0,931000.0,6.0,21000.0,Dealer,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,499000.0
HYUNDAI,I20 ASTA,819000.0,1393000.0,7.0,50000.0,Individual,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,530000.0
MARUTI,SWIFT VXI,604000.0,898000.0,4.0,60000.0,Dealer,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,480000.0
HONDA,JAZZ 1.2,,,6.0,64000.0,Individual,First Owner,Petrol,Automatic,19.0,1199.0,88.7,5.0,551000.0
TOYOTA,COROLLA ALTIS,,,10.0,72000.0,Dealer,First Owner,Petrol,Automatic,14.53,1794.0,138.1,5.0,440000.00000000006
HONDA,CITY I,1268000.0,1680000.0,6.0,51235.0,Dealer,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,648000.0
MERCEDES-BENZ,E-CLASS E,,,8.0,30000.0,Dealer,First Owner,Petrol,Manual,12.3,1796.0,185.0,5.0,1350000.0
MARUTI,SWIFT ZDI,,,8.0,101271.0,Individual,First Owner,Diesel,Manual,22.9,1248.0,74.0,5.0,480000.0
MARUTI,SWIFT DZIRE,,,8.0,60000.0,Individual,First Owner,Diesel,Manual,23.4,1248.0,74.0,5.0,459999.99999999994
MARUTI,SWIFT VVT,640000.0,930000.0000000001,6.0,72030.0,Dealer,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,525000.0
HYUNDAI,VERNA 1.6,1056000.0,1645000.0,8.0,66000.0,Dealer,First Owner,Petrol,Automatic,15.74,1591.0,121.3,5.0,560000.0
HYUNDAI,I20 1.4,985000.0,1327000.0,4.0,30000.0,Individual,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,760000.0
MARUTI,SWIFT DZIRE,736000.0,1090000.0,4.0,40000.0,Individual,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,650000.0
MARUTI,SWIFT VDI,,,4.0,49649.0,Dealer,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,645000.0
TATA,ARIA PURE,,,9.0,30000.0,Individual,First Owner,Diesel,Manual,13.7,2197.0,138.1,7.0,450000.0
MARUTI,ERTIGA VXI,861999.9999999999,1206000.0,1.0,5000.0,Individual,First Owner,Petrol,Automatic,17.99,1462.0,103.26,7.0,900000.0
MARUTI,SWIFT ZDI,,,9.0,120000.0,Individual,First Owner,Diesel,Manual,22.9,1248.0,74.0,5.0,355000.0
HONDA,JAZZ 1.5,,,5.0,103000.0,Dealer,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,625000.0
RENAULT,TRIBER RXT,597000.0,871000.0000000001,2.0,35000.0,Individual,First Owner,Petrol,Manual,20.0,999.0,72.0,7.0,550000.0
HYUNDAI,I20 SPORTZ,,,6.0,53000.0,Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,599000.0
TOYOTA,INNOVA 2.5,,,6.0,124000.0,Dealer,First Owner,Diesel,Manual,12.99,2494.0,100.0,8.0,1150000.0
TATA,VISTA TDI,,,6.0,200000.0,Individual,First Owner,Diesel,Manual,19.1,1405.0,70.0,5.0,300000.0
MARUTI,CIAZ VXI,976000.0,1329000.0,5.0,40000.0,Individual,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,650000.0
BMW,5 SERIES,7837000.0,8792000.0,3.0,30660.0,Dealer,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,5595000.0
HYUNDAI,VERNA VTVT,1038000.0000000001,1603000.0,2.0,27000.0,Individual,First Owner,Petrol,Manual,19.1,1368.0,98.6,5.0,950000.0
FIAT,GRANDE PUNTO,,,8.0,35000.0,Individual,First Owner,Diesel,Manual,20.3,1248.0,75.0,5.0,260000.0
RENAULT,KWID 1.0,359000.0,604000.0,4.0,13800.0,Individual,First Owner,Petrol,Manual,23.01,999.0,67.0,5.0,360000.0
MARUTI,ALTO K10,,,4.0,30000.0,Individual,First Owner,Petrol,Manual,23.95,998.0,67.05,5.0,370000.0
MARUTI,WAGON R,511000.00000000006,679000.0,5.0,72000.0,Dealer,First Owner,Petrol,Manual,21.79,998.0,67.05,5.0,310000.0
HONDA,WR-V I-DTEC,,,3.0,58000.0,Individual,First Owner,Diesel,Manual,25.5,1498.0,98.6,5.0,950000.0
VOLKSWAGEN,JETTA 2.0L,,,9.0,78000.0,Dealer,First Owner,Diesel,Automatic,16.96,1968.0,138.03,5.0,650000.0
HYUNDAI,I10 SPORTZ,,,10.0,35000.0,Individual,First Owner,Petrol,Manual,19.81,1086.0,68.05,5.0,300000.0
HONDA,AMAZE VX,908000.0,1177000.0,2.0,32000.0,Individual,First Owner,Diesel,Manual,27.4,1498.0,98.63,5.0,850000.0
HYUNDAI,VERNA CRDI,1284000.0,1809000.0,2.0,9100.0,Dealer,First Owner,Diesel,Manual,22.0,1582.0,126.2,5.0,1325000.0
BMW,5 SERIES,7320000.0,8267000.0,3.0,65000.0,Dealer,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,3950000.0
FORD,FIGO DIESEL,875000.0,925000.0,9.0,110000.0,Individual,First Owner,Diesel,Manual,20.0,1399.0,68.0,5.0,195000.0
AUDI,A6 2.0,,,8.0,60000.0,Individual,First Owner,Diesel,Automatic,17.68,1968.0,174.33,5.0,1500000.0
RENAULT,KWID AMT,400000.0,654000.0,5.0,24668.0,Dealer,First Owner,Petrol,Automatic,24.04,999.0,67.0,5.0,345000.0
FIAT,GRANDE PUNTO,,,6.0,72068.0,Dealer,First Owner,Diesel,Manual,21.2,1248.0,75.0,5.0,345000.0
HYUNDAI,I20 ACTIVE,,,4.0,17335.0,Dealer,First Owner,Diesel,Manual,21.19,1396.0,88.73,5.0,819999.9999999999
MARUTI,SWIFT VXI,683000.0,986000.0,5.0,43000.0,Dealer,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,589000.0
MARUTI,WAGON R,571000.0,764000.0,5.0,29989.0,Dealer,First Owner,Petrol,Manual,21.79,998.0,67.05,5.0,445000.0
TATA,INDICA DLG,,,14.0,213813.0,Individual,First Owner,Diesel,Manual,17.5,1396.0,70.0,5.0,150000.0
HYUNDAI,GRAND I10,733000.0,771000.0,5.0,19000.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,82.0,5.0,535000.0
TATA,SAFARI STORME,,,7.0,119000.0,Dealer,First Owner,Diesel,Manual,14.0,2179.0,138.1,7.0,690000.0
HONDA,CITY I,1428000.0,1694000.0000000002,6.0,50000.0,Individual,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,750000.0
MARUTI,ALTO K10,,,6.0,77000.0,Individual,First Owner,Petrol,Manual,23.95,998.0,67.05,5.0,245000.00000000003
HYUNDAI,GRAND I10,733000.0,771000.0,7.0,59571.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,484999.99999999994
MARUTI,ERTIGA ZDI,,,8.0,74000.0,Dealer,First Owner,Diesel,Manual,20.77,1248.0,88.8,7.0,655000.0
BMW,X1 SDRIVE20D,5171000.0,5340000.0,8.0,69000.0,Dealer,First Owner,Diesel,Automatic,19.62,1998.0,192.0,5.0,1575000.0
FORD,FIGO 1.5D,913000.0000000001,966000.0,10.0,71000.0,Dealer,First Owner,Diesel,Manual,25.83,1498.0,99.0,5.0,240000.0
HYUNDAI,GRAND I10,705000.0,741000.0,3.0,10000.0,Individual,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,555000.0
MARUTI,SWIFT DZIRE,,,5.0,68000.0,Dealer,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,475000.0
HYUNDAI,GRAND I10,706000.0,742000.0,4.0,40000.0,Dealer,First Owner,Petrol,Automatic,18.9,1197.0,81.86,5.0,549000.0
HYUNDAI,SANTRO SPORTZ,563000.0,766000.0,2.0,10000.0,Individual,First Owner,Petrol,Automatic,20.3,1086.0,68.0,5.0,558000.0
VOLKSWAGEN,POLO GT,740000.0,1208000.0,6.0,81544.0,Dealer,First Owner,Petrol,Automatic,17.21,1197.0,103.6,5.0,685000.0
MERCEDES-BENZ,E-CLASS E250,7673000.0,9561000.0,5.0,21000.0,Dealer,First Owner,Diesel,Automatic,15.0,2143.0,204.0,5.0,2675000.0
HYUNDAI,TUCSON 2.0,2967000.0,3293000.0,5.0,119775.0,Dealer,First Owner,Diesel,Automatic,16.38,1995.0,182.46,5.0,1689999.9999999998
MARUTI,CELERIO VXI,526000.0,660000.0,5.0,12000.0,Dealer,First Owner,Petrol,Automatic,23.1,998.0,67.04,5.0,475000.0
MAHINDRA,XUV500 W6,1576000.0,2266000.0,4.0,46000.0,Individual,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,1100000.0
SKODA,SUPERB ELEGANCE,3670000.0000000005,3968000.0,11.0,70000.0,Individual,First Owner,Petrol,Automatic,13.7,1798.0,157.75,5.0,330000.0
HYUNDAI,I10 SPORTZ,,,9.0,25000.0,Individual,First Owner,Petrol,Manual,20.36,1197.0,78.9,5.0,375000.0
MARUTI,WAGON R,511000.00000000006,679000.0,11.0,45000.0,Dealer,First Owner,Petrol,Manual,18.9,1061.0,67.0,5.0,190000.0
MARUTI,VITARA BREZZA,,,2.0,35000.0,Dealer,First Owner,Diesel,Automatic,24.3,1248.0,88.5,5.0,975000.0
HYUNDAI,I20 SPORTZ,790000.0,1323000.0,6.0,66032.0,Dealer,First Owner,Petrol,Manual,17.0,1197.0,80.0,5.0,550000.0
VOLKSWAGEN,POLO GT,740000.0,1208000.0,8.0,55000.0,Dealer,First Owner,Petrol,Automatic,17.2,1197.0,103.6,5.0,660000.0
HYUNDAI,I20 MAGNA,791000.0,1324000.0,8.0,20000.0,Individual,First Owner,Petrol,Manual,18.5,1197.0,82.85,5.0,400000.0
MARUTI,WAGON R,540000.0,719000.0,5.0,65000.0,Dealer,First Owner,Petrol,Manual,18.9,998.0,67.1,5.0,390000.0
MARUTI,VITARA BREZZA,,,4.0,13600.0,Dealer,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,825000.0
MARUTI,ALTO 800,,,5.0,45222.0,Dealer,First Owner,CNG,Manual,30.46,796.0,47.3,5.0,299000.0
SKODA,RAPID 1.5,,,7.0,70000.0,Dealer,First Owner,Diesel,Manual,21.14,1498.0,103.6,5.0,535000.0
HYUNDAI,VERNA VTVT,1009000.0,1559000.0,2.0,20000.0,Individual,First Owner,Petrol,Manual,17.0,1591.0,121.3,5.0,990000.0
TOYOTA,INNOVA 2.5,,,11.0,123000.0,Dealer,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,399000.0
MARUTI,ZEN ESTILO,,,9.0,81102.0,Dealer,First Owner,Petrol,Manual,18.2,998.0,67.1,5.0,259000.0
TATA,INDICA VISTA,,,8.0,120000.0,Individual,First Owner,Diesel,Manual,22.3,1248.0,74.0,5.0,100000.0
MARUTI,SWIFT VDI,,,7.0,103000.0,Individual,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,500000.0
MARUTI,SWIFT VDI,,,6.0,102506.0,Dealer,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,520000.0
TATA,INDICA VISTA,,,9.0,86700.0,Individual,First Owner,Diesel,Manual,22.3,1248.0,74.0,5.0,180000.0
MARUTI,ERTIGA CNG,1038000.0000000001,,4.0,45253.0,Dealer,First Owner,CNG,Manual,26.8,1462.0,103.0,7.0,775000.0
VOLKSWAGEN,POLO GT,723000.0,1175000.0,6.0,26678.0,Dealer,First Owner,Petrol,Automatic,17.21,1197.0,103.6,5.0,625000.0
MAHINDRA,VERITO 1.5,,,9.0,60000.0,Individual,First Owner,Diesel,Manual,21.03,1461.0,65.0,5.0,320000.0
HONDA,MOBILIO S,,,6.0,120000.0,Individual,First Owner,Diesel,Manual,24.2,1498.0,98.6,7.0,450000.0
HYUNDAI,VERNA VTVT,1056000.0,1645000.0,2.0,8000.0,Dealer,First Owner,Petrol,Automatic,17.0,1591.0,121.3,5.0,1250000.0
MARUTI,ERTIGA VDI,,,9.0,120000.0,Individual,First Owner,Diesel,Manual,20.77,1248.0,88.76,7.0,360000.0
HYUNDAI,XCENT 1.2,,,7.0,51000.0,Dealer,First Owner,Petrol,Manual,19.1,1197.0,82.0,5.0,434999.99999999994
TATA,ZEST QUADRAJET,,,5.0,100000.0,Individual,First Owner,Diesel,Manual,22.95,1248.0,74.0,5.0,425000.0
MAHINDRA,TUV 300,,,5.0,42500.0,Individual,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,780000.0
MARUTI,WAGON R,571000.0,764000.0,9.0,40000.0,Individual,First Owner,Petrol,Manual,18.9,998.0,67.1,5.0,350000.0
HYUNDAI,I20 ASTA,791000.0,1324000.0,7.0,35144.0,Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,525000.0
LAND,ROVER FREELANDER,,,10.0,82000.0,Dealer,First Owner,Diesel,Automatic,0.0,2179.0,115.0,5.0,1050000.0
FORD,ECOSPORT 1.5,1077000.0,1459000.0,7.0,57000.0,Dealer,First Owner,Diesel,Manual,22.7,1498.0,89.84,5.0,735000.0
HONDA,JAZZ 1.2,894000.0,1148000.0,3.0,4740.0,Dealer,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,625000.0
MARUTI,ALTO LXI,,,11.0,100000.0,Individual,First Owner,Petrol,Manual,19.7,796.0,46.3,5.0,110000.00000000001
TOYOTA,COROLLA ALTIS,,,12.0,47000.0,Dealer,First Owner,Petrol,Manual,14.53,1798.0,138.1,5.0,325000.0
MAHINDRA,XUV500 2011-2015,1661000.0,2339000.0,8.0,113143.0,Dealer,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,649000.0
MARUTI,SWIFT DZIRE,,,4.0,60000.0,Dealer,First Owner,Diesel,Automatic,28.4,1248.0,74.02,5.0,690000.0
PORSCHE,CAYENNE S,,,7.0,60000.0,Dealer,First Owner,Diesel,Automatic,14.28,4134.0,385.0,5.0,3900000.0
MAHINDRA,SCORPIO 1.99,1449000.0,1869000.0000000002,7.0,51400.0,Dealer,First Owner,Diesel,Manual,15.4,1997.0,120.0,7.0,894999.9999999999
HONDA,CITY I,1545000.0,1830999.9999999998,6.0,88102.0,Dealer,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,625000.0
MARUTI,WAGON R,,,7.0,30000.0,Individual,First Owner,Petrol,Manual,20.51,998.0,67.04,5.0,321000.0
MARUTI,SWIFT DZIRE,653000.0,994999.9999999999,4.0,28603.0,Trustmark Dealer,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,565000.0
BMW,3 SERIES,5061000.0,5725000.0,10.0,70000.0,Dealer,First Owner,Diesel,Automatic,16.07,1995.0,181.0,4.0,690000.0
TATA,NANO XTA,,,6.0,40000.0,Dealer,First Owner,Petrol,Automatic,21.9,624.0,37.48,4.0,240000.0
MARUTI,CELERIO VXI,525000.0,660000.0,7.0,55000.0,Dealer,First Owner,Petrol,Automatic,23.1,998.0,67.04,5.0,425000.0
MAHINDRA,XUV500 W11,,,3.0,39000.0,Dealer,First Owner,Diesel,Manual,15.1,2179.0,152.87,7.0,1775000.0
MARUTI,ALTO 800,360000.0,480000.0,6.0,100000.0,Dealer,First Owner,Petrol,Manual,22.74,796.0,47.3,5.0,250000.0
HONDA,CITY I-VTEC,1290000.0,1698999.9999999998,3.0,11400.0,Individual,First Owner,Petrol,Automatic,18.0,1497.0,117.6,5.0,1075000.0
AUDI,A4 2.0,5303000.0,5842000.0,10.0,68000.0,Dealer,First Owner,Petrol,Automatic,10.8,1984.0,132.0,5.0,1350000.0
HONDA,CIVIC 1.8,2122000.0,2525000.0,13.0,80000.0,Individual,First Owner,Petrol,Automatic,12.9,1799.0,130.0,5.0,210000.0
MARUTI,SWIFT DZIRE,736000.0,1090000.0,12.0,40000.0,Individual,First Owner,Petrol,Manual,17.5,1298.0,85.8,5.0,370000.0
HONDA,AMAZE S,729000.0,1059000.0,3.0,40000.0,Individual,First Owner,Petrol,Manual,17.8,1198.0,86.7,5.0,610000.0
MAHINDRA,NUVOSPORT N8,,,5.0,75000.0,Individual,First Owner,Diesel,Manual,17.45,1493.0,100.0,7.0,650000.0
MINI,COOPER COOPER,,,6.0,70000.0,Dealer,First Owner,Diesel,Automatic,16.6,1998.0,112.0,5.0,1550000.0
MARUTI,SWIFT DZIRE,,,5.0,100000.0,Individual,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,650000.0
HYUNDAI,I20 SPORTZ,802999.9999999999,1341000.0,4.0,52896.0,Trustmark Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,555000.0
HYUNDAI,GRAND I10,,,8.0,70000.0,Dealer,First Owner,Diesel,Manual,24.0,1120.0,70.0,5.0,290000.0
MARUTI,CELERIO VXI,650000.0,656000.0,4.0,68000.0,Dealer,First Owner,CNG,Manual,30.47,998.0,58.33,5.0,475000.0
TOYOTA,INNOVA 2.5,,,12.0,89300.0,Dealer,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,395000.0
MARUTI,SWIFT DZIRE,,,7.0,81000.0,Dealer,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,438999.99999999994
VOLKSWAGEN,VENTO 1.2,1048000.0,1598000.0,6.0,55000.0,Dealer,First Owner,Petrol,Automatic,18.19,1197.0,103.2,5.0,599000.0
TOYOTA,COROLLA ALTIS,,,6.0,65000.0,Dealer,First Owner,Petrol,Manual,14.28,1798.0,138.03,5.0,890000.0
HYUNDAI,VENUE SX,,,1.0,7066.0,Dealer,First Owner,Petrol,Automatic,18.15,998.0,118.35,5.0,1185000.0
HONDA,BRIO 1.2,,,5.0,48000.0,Dealer,First Owner,Petrol,Manual,18.5,1198.0,86.8,5.0,450000.0
MARUTI,SX4 ZXI,,,14.0,63000.0,Dealer,First Owner,Petrol,Manual,15.0,1586.0,104.68,5.0,159000.0
MARUTI,WAGON R,540000.0,720000.0,9.0,60000.0,Individual,First Owner,Petrol,Manual,18.9,998.0,67.1,5.0,300000.0
HONDA,WR-V I-VTEC,1005000.0000000001,1148000.0,3.0,18823.0,Trustmark Dealer,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,840000.0
MARUTI,RITZ LDI,,,9.0,100000.0,Individual,First Owner,Diesel,Manual,23.2,1248.0,73.94,5.0,275000.0
TATA,INDICA ELS,,,4.0,100000.0,Individual,First Owner,Diesel,Manual,25.0,1396.0,69.0,5.0,190000.0
HYUNDAI,GRAND I10,706000.0,742000.0,7.0,12000.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,82.0,5.0,465000.00000000006
RENAULT,CAPTUR PLATINE,,,2.0,22000.0,Individual,First Owner,Diesel,Manual,20.37,1461.0,108.49,5.0,1055000.0
HONDA,JAZZ 1.2,894000.0,1148000.0,5.0,39540.0,Dealer,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,562000.0
MARUTI,CELERIO VXI,555000.0,700000.0,6.0,51127.0,Dealer,First Owner,Petrol,Automatic,23.1,998.0,67.04,5.0,475000.0
VOLKSWAGEN,POLO 1.2,740000.0,1208000.0,5.0,32967.0,Dealer,First Owner,Petrol,Manual,16.2,1199.0,74.0,5.0,675000.0
RENAULT,DUSTER RXS,1222000.0,1796000.0,2.0,19444.0,Dealer,First Owner,Petrol,Automatic,13.9,1498.0,105.0,5.0,1140000.0
FORD,FIGO 1.5D,913000.0000000001,966000.0,6.0,60217.0,Dealer,First Owner,Diesel,Manual,25.83,1498.0,99.0,5.0,540000.0
HYUNDAI,XCENT 1.2,,,3.0,25697.0,Dealer,First Owner,Petrol,Manual,20.14,1197.0,81.86,5.0,550000.0
TATA,HARRIER XZ,1717000.0000000002,2574000.0,2.0,15000.0,Individual,First Owner,Diesel,Manual,17.0,1956.0,138.1,5.0,1750000.0
MARUTI,WAGON R,526000.0,701000.0,13.0,67000.0,Dealer,First Owner,Petrol,Manual,14.0,1061.0,64.0,5.0,145000.0
MERCEDES-BENZ,C-CLASS C,5432000.0,6787000.0,8.0,72000.0,Dealer,First Owner,Diesel,Automatic,14.84,2143.0,167.62,5.0,1275000.0
HYUNDAI,I20 SPORTZ,790000.0,1323000.0,5.0,60000.0,Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,565000.0
BMW,7 SERIES,167000.0,,9.0,36000.0,Dealer,First Owner,Diesel,Automatic,17.66,2993.0,261.49,4.0,2300000.0
MERCEDES-BENZ,E-CLASS E350,7905000.0,9814000.0,9.0,1325000.0,Dealer,First Owner,Diesel,Automatic,11.5,2987.0,210.0,5.0,1350000.0
